support,itemsets
0.09825356619117451,frozenset({'ground beef'})
0.013464871350486601,frozenset({'gums'})
0.026529796027196375,frozenset({'ham'})
0.005199306759098787,frozenset({'hand protein bar'})
0.04946007199040128,frozenset({'herb & pepper'})
0.047460338621517134,frozenset({'honey'})
0.03239568057592321,frozenset({'hot dogs'})
0.004399413411545127,frozenset({'ketchup'})
0.01559792027729636,frozenset({'light cream'})
0.027196373816824423,frozenset({'light mayo'})
0.07652313024930009,frozenset({'low fat yogurt'})
0.010931875749900012,frozenset({'magazines'})
0.0041327822956939075,frozenset({'mashed potato'})
0.0061325156645780565,frozenset({'mayonnaise'})
0.020930542594320756,frozenset({'meatballs'})
0.011998400213304892,frozenset({'melons'})
0.12958272230369283,frozenset({'milk'})
0.23836821757099053,frozenset({'mineral water'})
0.0174643380882549,frozenset({'mint'})
0.005599253432875617,frozenset({'mint green tea'})
0.024130115984535395,frozenset({'muffins'})
0.019064124783362217,frozenset({'mushroom cream sauce'})
0.010398613518197574,frozenset({'nonfat milk'})
0.004399413411545127,frozenset({'oatmeal'})
0.023063591521130515,frozenset({'oil'})
0.0658578856152513,frozenset({'olive oil'})
0.09505399280095987,frozenset({'pancakes'})
0.01986401813091588,frozenset({'parmesan cheese'})
0.01573123583522197,frozenset({'pasta'})
0.026529796027196375,frozenset({'pepper'})
0.006532462338354886,frozenset({'pet food'})
0.005999200106652446,frozenset({'pickles'})
0.01853086255165978,frozenset({'protein bar'})
0.028129582722303693,frozenset({'red wine'})
0.018797493667511,frozenset({'rice'})
0.004932675643247567,frozenset({'salad'})
0.04252766297826956,frozenset({'salmon'})
0.009198773496867084,frozenset({'salt'})
0.004532728969470737,frozenset({'sandwich'})
0.007732302359685375,frozenset({'shallot'})
0.004932675643247567,frozenset({'shampoo'})
0.07145713904812692,frozenset({'shrimp'})
0.006265831222503666,frozenset({'soda'})
0.05052659645380616,frozenset({'soup'})
0.17411011865084655,frozenset({'spaghetti'})
0.006265831222503666,frozenset({'sparkling water'})
0.007065724570057326,frozenset({'spinach'})
0.021330489268097587,frozenset({'strawberries'})
0.007732302359685375,frozenset({'strong cheese'})
0.030395947207039063,frozenset({'tomato juice'})
0.014131449140114652,frozenset({'tomato sauce'})
0.06839088121583789,frozenset({'tomatoes'})
0.008132249033462205,frozenset({'toothpaste'})
0.06252499666711105,frozenset({'turkey'})
0.025729902679642713,frozenset({'vegetables mix'})
0.01653112918277563,frozenset({'white wine'})
0.009332089054792695,frozenset({'whole weat flour'})
0.029462738301559793,frozenset({'whole wheat pasta'})
0.058525529929342755,frozenset({'whole wheat rice'})
0.011465137981602452,frozenset({'yams'})
0.027329689374750034,frozenset({'yogurt cake'})
0.009465404612718305,frozenset({'zucchini'})
0.005199306759098787,"frozenset({'burgers', 'almonds'})"
0.005999200106652446,"frozenset({'chocolate', 'almonds'})"
0.006532462338354886,"frozenset({'eggs', 'almonds'})"
0.004399413411545127,"frozenset({'french fries', 'almonds'})"
0.005065991201173177,"frozenset({'green tea', 'almonds'})"
0.005199306759098787,"frozenset({'milk', 'almonds'})"
0.007598986801759766,"frozenset({'almonds', 'mineral water'})"
0.005999200106652446,"frozenset({'spaghetti', 'almonds'})"
0.004532728969470737,"frozenset({'burgers', 'avocado'})"
0.004266097853619517,"frozenset({'avocado', 'cake'})"
0.007065724570057326,"frozenset({'chocolate', 'avocado'})"
0.005599253432875617,"frozenset({'avocado', 'eggs'})"
0.007998933475536596,"frozenset({'french fries', 'avocado'})"
0.005065991201173177,"frozenset({'avocado', 'frozen smoothie'})"
0.004666044527396347,"frozenset({'avocado', 'frozen vegetables'})"
0.006265831222503666,"frozenset({'avocado', 'green tea'})"
0.007465671243834155,"frozenset({'avocado', 'milk'})"
0.011598453539528063,"frozenset({'avocado', 'mineral water'})"
0.004399413411545127,"frozenset({'pancakes', 'avocado'})"
0.004399413411545127,"frozenset({'avocado', 'soup'})"
0.007998933475536596,"frozenset({'avocado', 'spaghetti'})"
0.004932675643247567,"frozenset({'black tea', 'eggs'})"
0.004266097853619517,"frozenset({'black tea', 'milk'})"
0.005332622317024397,"frozenset({'black tea', 'mineral water'})"
0.004532728969470737,"frozenset({'black tea', 'spaghetti'})"
0.004266097853619517,"frozenset({'french fries', 'body spray'})"
0.0041327822956939075,"frozenset({'body spray', 'mineral water'})"
0.005465937874950006,"frozenset({'brownies', 'cake'})"
0.004932675643247567,"frozenset({'chocolate', 'brownies'})"
0.007332355685908546,"frozenset({'brownies', 'eggs'})"
0.007865617917610986,"frozenset({'french fries', 'brownies'})"
0.004399413411545127,"frozenset({'brownies', 'frozen vegetables'})"
0.006665777896280496,"frozenset({'brownies', 'green tea'})"
0.004932675643247567,"frozenset({'brownies', 'ground beef'})"
0.005465937874950006,"frozenset({'brownies', 'milk'})"
0.009598720170643914,"frozenset({'brownies', 'mineral water'})"
0.005465937874950006,"frozenset({'pancakes', 'brownies'})"
0.007332355685908546,"frozenset({'brownies', 'spaghetti'})"
0.011465137981602452,"frozenset({'burgers', 'cake'})"
0.006265831222503666,"frozenset({'chicken', 'burgers'})"
0.017064391414478068,"frozenset({'chocolate', 'burgers'})"
0.005599253432875617,"frozenset({'burgers', 'cookies'})"
0.005732568990801226,"frozenset({'cooking oil', 'burgers'})"
0.02879616051193174,"frozenset({'burgers', 'eggs'})"
0.007065724570057326,"frozenset({'burgers', 'escalope'})"
0.021997067057725635,"frozenset({'french fries', 'burgers'})"
0.0041327822956939075,"frozenset({'burgers', 'french wine'})"
0.007199040127982935,"frozenset({'burgers', 'frozen smoothie'})"
0.010531929076123183,"frozenset({'burgers', 'frozen vegetables'})"
0.005465937874950006,"frozenset({'burgers', 'grated cheese'})"
0.0174643380882549,"frozenset({'burgers', 'green tea'})"
0.011998400213304892,"frozenset({'burgers', 'ground beef'})"
0.005599253432875617,"frozenset({'ham', 'burgers'})"
0.0041327822956939075,"frozenset({'burgers', 'herb & pepper'})"
0.006265831222503666,"frozenset({'burgers', 'honey'})"
0.006665777896280496,"frozenset({'burgers', 'low fat yogurt'})"
0.01786428476203173,"frozenset({'burgers', 'milk'})"
0.024396747100386616,"frozenset({'burgers', 'mineral water'})"
0.006399146780429276,"frozenset({'burgers', 'olive oil'})"
0.010531929076123183,"frozenset({'burgers', 'pancakes'})"
0.004532728969470737,"frozenset({'burgers', 'salmon'})"
0.008798826823090255,"frozenset({'burgers', 'shrimp'})"
0.006265831222503666,"frozenset({'burgers', 'soup'})"
0.021463804826023197,"frozenset({'burgers', 'spaghetti'})"
0.008265564591387815,"frozenset({'burgers', 'tomatoes'})"
0.010665244634048793,"frozenset({'burgers', 'turkey'})"
0.008932142381015865,"frozenset({'burgers', 'whole wheat rice'})"
0.004266097853619517,"frozenset({'chicken', 'butter'})"
0.008265564591387815,"frozenset({'chocolate', 'butter'})"
0.0061325156645780565,"frozenset({'butter', 'eggs'})"
0.0061325156645780565,"frozenset({'french fries', 'butter'})"
0.007332355685908546,"frozenset({'butter', 'green tea'})"
0.004399413411545127,"frozenset({'butter', 'low fat yogurt'})"
0.0061325156645780565,"frozenset({'butter', 'milk'})"
0.0041327822956939075,"frozenset({'butter', 'pancakes'})"
0.006265831222503666,"frozenset({'butter', 'spaghetti'})"
0.006532462338354886,"frozenset({'chicken', 'cake'})"
0.013598186908412212,"frozenset({'chocolate', 'cake'})"
0.004932675643247567,"frozenset({'cooking oil', 'cake'})"
0.004399413411545127,"frozenset({'cake', 'cottage cheese'})"
0.019064124783362217,"frozenset({'cake', 'eggs'})"
0.0041327822956939075,"frozenset({'cake', 'escalope'})"
0.01786428476203173,"frozenset({'french fries', 'cake'})"
0.004399413411545127,"frozenset({'fresh bread', 'cake'})"
0.006399146780429276,"frozenset({'cake', 'frozen smoothie'})"
0.010265297960271964,"frozenset({'cake', 'frozen vegetables'})"
0.004799360085321957,"frozenset({'cake', 'grated cheese'})"
0.014131449140114652,"frozenset({'green tea', 'cake'})"
0.008132249033462205,"frozenset({'cake', 'ground beef'})"
0.004532728969470737,"frozenset({'herb & pepper', 'cake'})"
0.004399413411545127,"frozenset({'cake', 'honey'})"
0.006932409012131715,"frozenset({'cake', 'low fat yogurt'})"
0.013331555792560993,"frozenset({'cake', 'milk'})"
0.027463004932675644,"frozenset({'cake', 'mineral water'})"
0.006532462338354886,"frozenset({'cake', 'olive oil'})"
0.011865084655379284,"frozenset({'pancakes', 'cake'})"
0.007598986801759766,"frozenset({'shrimp', 'cake'})"
0.0061325156645780565,"frozenset({'cake', 'soup'})"
0.018130915877882948,"frozenset({'spaghetti', 'cake'})"
0.008398880149313425,"frozenset({'tomatoes', 'cake'})"
0.006932409012131715,"frozenset({'cake', 'turkey'})"
0.007732302359685375,"frozenset({'whole wheat rice', 'cake'})"
0.005332622317024397,"frozenset({'carrots', 'mineral water'})"
0.004666044527396347,"frozenset({'carrots', 'spaghetti'})"
0.005599253432875617,"frozenset({'chocolate', 'cereals'})"
0.004799360085321957,"frozenset({'french fries', 'cereals'})"
0.004266097853619517,"frozenset({'cereals', 'frozen vegetables'})"
0.006532462338354886,"frozenset({'green tea', 'cereals'})"
0.004532728969470737,"frozenset({'cereals', 'ground beef'})"
0.007065724570057326,"frozenset({'cereals', 'milk'})"
0.010265297960271964,"frozenset({'cereals', 'mineral water'})"
0.004666044527396347,"frozenset({'pancakes', 'cereals'})"
0.006665777896280496,"frozenset({'cereals', 'spaghetti'})"
0.011598453539528063,"frozenset({'chocolate', 'champagne'})"
0.006665777896280496,"frozenset({'champagne', 'eggs'})"
0.009332089054792695,"frozenset({'french fries', 'champagne'})"
0.004666044527396347,"frozenset({'champagne', 'frozen smoothie'})"
0.004799360085321957,"frozenset({'champagne', 'frozen vegetables'})"
0.008265564591387815,"frozenset({'champagne', 'green tea'})"
0.005332622317024397,"frozenset({'champagne', 'milk'})"
0.007465671243834155,"frozenset({'champagne', 'mineral water'})"
0.005065991201173177,"frozenset({'pancakes', 'champagne'})"
0.006665777896280496,"frozenset({'champagne', 'spaghetti'})"
0.014664711371817091,"frozenset({'chocolate', 'chicken'})"
0.006799093454206106,"frozenset({'cooking oil', 'chicken'})"
0.01439808025596587,"frozenset({'chicken', 'eggs'})"
0.011065191307825623,"frozenset({'french fries', 'chicken'})"
0.005199306759098787,"frozenset({'chicken', 'fresh bread'})"
0.006665777896280496,"frozenset({'chicken', 'frozen smoothie'})"
0.008932142381015865,"frozenset({'chicken', 'frozen vegetables'})"
0.004266097853619517,"frozenset({'chicken', 'grated cheese'})"
0.011865084655379284,"frozenset({'chicken', 'green tea'})"
0.009465404612718305,"frozenset({'chicken', 'ground beef'})"
0.004932675643247567,"frozenset({'chicken', 'herb & pepper'})"
0.0041327822956939075,"frozenset({'chicken', 'honey'})"
0.004532728969470737,"frozenset({'chicken', 'light cream'})"
0.004399413411545127,"frozenset({'chicken', 'low fat yogurt'})"
0.014798026929742702,"frozenset({'chicken', 'milk'})"
0.022796960405279298,"frozenset({'chicken', 'mineral water'})"
0.007199040127982935,"frozenset({'chicken', 'olive oil'})"
0.009065457938941474,"frozenset({'chicken', 'pancakes'})"
0.006265831222503666,"frozenset({'chicken', 'shrimp'})"
0.005999200106652446,"frozenset({'chicken', 'soup'})"
0.01719770697240368,"frozenset({'chicken', 'spaghetti'})"
0.006399146780429276,"frozenset({'chicken', 'tomatoes'})"
0.004799360085321957,"frozenset({'chicken', 'turkey'})"
0.005465937874950006,"frozenset({'chicken', 'whole wheat rice'})"
0.010398613518197574,"frozenset({'chocolate', 'cookies'})"
0.013598186908412212,"frozenset({'chocolate', 'cooking oil'})"
0.004932675643247567,"frozenset({'chocolate', 'cottage cheese'})"
0.03319557392347687,"frozenset({'chocolate', 'eggs'})"
0.01759765364618051,"frozenset({'chocolate', 'escalope'})"
0.03439541394480736,"frozenset({'chocolate', 'french fries'})"
0.005199306759098787,"frozenset({'chocolate', 'french wine'})"
0.009465404612718305,"frozenset({'chocolate', 'fresh bread'})"
0.004799360085321957,"frozenset({'chocolate', 'fresh tuna'})"
0.01493134248766831,"frozenset({'chocolate', 'frozen smoothie'})"
0.022930275963204905,"frozenset({'chocolate', 'frozen vegetables'})"
0.010931875749900012,"frozenset({'chocolate', 'grated cheese'})"
0.023463538194907346,"frozenset({'chocolate', 'green tea'})"
0.023063591521130515,"frozenset({'chocolate', 'ground beef'})"
0.006265831222503666,"frozenset({'chocolate', 'ham'})"
0.009065457938941474,"frozenset({'chocolate', 'herb & pepper'})"
0.007998933475536596,"frozenset({'chocolate', 'honey'})"
0.005465937874950006,"frozenset({'chocolate', 'hot dogs'})"
0.005065991201173177,"frozenset({'chocolate', 'light mayo'})"
0.014798026929742702,"frozenset({'chocolate', 'low fat yogurt'})"
0.03212904946007199,"frozenset({'chocolate', 'milk'})"
0.05265964538061592,"frozenset({'chocolate', 'mineral water'})"
0.004399413411545127,"frozenset({'chocolate', 'mushroom cream sauce'})"
0.0061325156645780565,"frozenset({'chocolate', 'oil'})"
0.01639781362485002,"frozenset({'chocolate', 'olive oil'})"
0.01986401813091588,"frozenset({'chocolate', 'pancakes'})"
0.004266097853619517,"frozenset({'chocolate', 'parmesan cheese'})"
0.006399146780429276,"frozenset({'chocolate', 'pepper'})"
0.004932675643247567,"frozenset({'red wine', 'chocolate'})"
0.005332622317024397,"frozenset({'chocolate', 'rice'})"
0.010665244634048793,"frozenset({'chocolate', 'salmon'})"
0.017997600319957337,"frozenset({'chocolate', 'shrimp'})"
0.010131982402346354,"frozenset({'chocolate', 'soup'})"
0.03919477403012932,"frozenset({'chocolate', 'spaghetti'})"
0.005865884548726837,"frozenset({'chocolate', 'tomato juice'})"
0.005065991201173177,"frozenset({'chocolate', 'tomato sauce'})"
0.013998133582189041,"frozenset({'chocolate', 'tomatoes'})"
0.011331822423676844,"frozenset({'chocolate', 'turkey'})"
0.004799360085321957,"frozenset({'chocolate', 'vegetables mix'})"
0.006265831222503666,"frozenset({'chocolate', 'whole wheat pasta'})"
0.011998400213304892,"frozenset({'chocolate', 'whole wheat rice'})"
0.004399413411545127,"frozenset({'chocolate', 'yogurt cake'})"
0.004266097853619517,"frozenset({'cider', 'eggs'})"
0.010531929076123183,"frozenset({'cookies', 'eggs'})"
0.013331555792560993,"frozenset({'french fries', 'cookies'})"
0.011998400213304892,"frozenset({'green tea', 'cookies'})"
0.004399413411545127,"frozenset({'ground beef', 'cookies'})"
0.005332622317024397,"frozenset({'cookies', 'low fat yogurt'})"
0.004399413411545127,"frozenset({'milk', 'cookies'})"
0.007465671243834155,"frozenset({'cookies', 'mineral water'})"
0.005199306759098787,"frozenset({'pancakes', 'cookies'})"
0.0041327822956939075,"frozenset({'shrimp', 'cookies'})"
0.007998933475536596,"frozenset({'spaghetti', 'cookies'})"
0.011731769097453673,"frozenset({'cooking oil', 'eggs'})"
0.005332622317024397,"frozenset({'cooking oil', 'escalope'})"
0.007865617917610986,"frozenset({'french fries', 'cooking oil'})"
0.004799360085321957,"frozenset({'cooking oil', 'frozen smoothie'})"
0.006799093454206106,"frozenset({'cooking oil', 'frozen vegetables'})"
0.005732568990801226,"frozenset({'cooking oil', 'grated cheese'})"
0.007065724570057326,"frozenset({'cooking oil', 'green tea'})"
0.008398880149313425,"frozenset({'cooking oil', 'ground beef'})"
0.005332622317024397,"frozenset({'cooking oil', 'herb & pepper'})"
0.006532462338354886,"frozenset({'cooking oil', 'low fat yogurt'})"
0.011465137981602452,"frozenset({'cooking oil', 'milk'})"
0.020130649246767097,"frozenset({'cooking oil', 'mineral water'})"
0.005065991201173177,"frozenset({'cooking oil', 'olive oil'})"
0.007865617917610986,"frozenset({'cooking oil', 'pancakes'})"
0.005999200106652446,"frozenset({'cooking oil', 'shrimp'})"
0.005332622317024397,"frozenset({'cooking oil', 'soup'})"
0.01586455139314758,"frozenset({'cooking oil', 'spaghetti'})"
0.006665777896280496,"frozenset({'cooking oil', 'tomatoes'})"
0.005732568990801226,"frozenset({'cooking oil', 'turkey'})"
0.005465937874950006,"frozenset({'cooking oil', 'whole wheat rice'})"
0.005599253432875617,"frozenset({'eggs', 'cottage cheese'})"
0.005865884548726837,"frozenset({'french fries', 'cottage cheese'})"
0.004932675643247567,"frozenset({'frozen smoothie', 'cottage cheese'})"
0.0041327822956939075,"frozenset({'cottage cheese', 'frozen vegetables'})"
0.006399146780429276,"frozenset({'green tea', 'cottage cheese'})"
0.004666044527396347,"frozenset({'milk', 'cottage cheese'})"
0.009598720170643914,"frozenset({'cottage cheese', 'mineral water'})"
0.005199306759098787,"frozenset({'pancakes', 'cottage cheese'})"
0.006932409012131715,"frozenset({'spaghetti', 'cottage cheese'})"
0.005199306759098787,"frozenset({'energy bar', 'eggs'})"
0.004932675643247567,"frozenset({'eggs', 'energy drink'})"
0.011065191307825623,"frozenset({'escalope', 'eggs'})"
0.036395147313691506,"frozenset({'french fries', 'eggs'})"
0.005999200106652446,"frozenset({'eggs', 'french wine'})"
0.008665511265164644,"frozenset({'fresh bread', 'eggs'})"
0.005865884548726837,"frozenset({'fresh tuna', 'eggs'})"
0.011065191307825623,"frozenset({'frozen smoothie', 'eggs'})"
0.021730435941874418,"frozenset({'eggs', 'frozen vegetables'})"
0.009065457938941474,"frozenset({'eggs', 'grated cheese'})"
0.025463271563791495,"frozenset({'green tea', 'eggs'})"
0.019997333688841486,"frozenset({'ground beef', 'eggs'})"
0.006265831222503666,"frozenset({'ham', 'eggs'})"
0.012531662445007332,"frozenset({'herb & pepper', 'eggs'})"
0.005732568990801226,"frozenset({'honey', 'eggs'})"
0.005465937874950006,"frozenset({'light mayo', 'eggs'})"
0.01679776029862685,"frozenset({'eggs', 'low fat yogurt'})"
0.004399413411545127,"frozenset({'meatballs', 'eggs'})"
0.03079589388081589,"frozenset({'milk', 'eggs'})"
0.05092654312758299,"frozenset({'eggs', 'mineral water'})"
0.011998400213304892,"frozenset({'olive oil', 'eggs'})"
0.021730435941874418,"frozenset({'pancakes', 'eggs'})"
0.004532728969470737,"frozenset({'parmesan cheese', 'eggs'})"
0.004666044527396347,"frozenset({'pepper', 'eggs'})"
0.007065724570057326,"frozenset({'red wine', 'eggs'})"
0.008265564591387815,"frozenset({'salmon', 'eggs'})"
0.014131449140114652,"frozenset({'shrimp', 'eggs'})"
0.009065457938941474,"frozenset({'eggs', 'soup'})"
0.036528462871617116,"frozenset({'spaghetti', 'eggs'})"
0.005065991201173177,"frozenset({'tomato juice', 'eggs'})"
0.012265031329156113,"frozenset({'tomatoes', 'eggs'})"
0.01946407145713905,"frozenset({'turkey', 'eggs'})"
0.004799360085321957,"frozenset({'vegetables mix', 'eggs'})"
0.004932675643247567,"frozenset({'whole wheat pasta', 'eggs'})"
0.010931875749900012,"frozenset({'whole wheat rice', 'eggs'})"
0.004532728969470737,"frozenset({'yogurt cake', 'eggs'})"
0.004799360085321957,"frozenset({'french fries', 'energy bar'})"
0.0041327822956939075,"frozenset({'energy bar', 'frozen vegetables'})"
0.005465937874950006,"frozenset({'milk', 'energy bar'})"
0.006799093454206106,"frozenset({'energy bar', 'mineral water'})"
0.004399413411545127,"frozenset({'spaghetti', 'energy bar'})"
0.0061325156645780565,"frozenset({'french fries', 'energy drink'})"
0.005599253432875617,"frozenset({'energy drink', 'mineral water'})"
0.004266097853619517,"frozenset({'spaghetti', 'energy drink'})"
0.01639781362485002,"frozenset({'french fries', 'escalope'})"
0.005465937874950006,"frozenset({'frozen smoothie', 'escalope'})"
0.007598986801759766,"frozenset({'escalope', 'frozen vegetables'})"
0.004799360085321957,"frozenset({'escalope', 'grated cheese'})"
0.008932142381015865,"frozenset({'green tea', 'escalope'})"
0.008265564591387815,"frozenset({'ground beef', 'escalope'})"
0.004666044527396347,"frozenset({'escalope', 'low fat yogurt'})"
0.007732302359685375,"frozenset({'milk', 'escalope'})"
0.017064391414478068,"frozenset({'escalope', 'mineral water'})"
0.005732568990801226,"frozenset({'mushroom cream sauce', 'escalope'})"
0.005865884548726837,"frozenset({'pancakes', 'escalope'})"
0.005865884548726837,"frozenset({'escalope', 'pasta'})"
0.004266097853619517,"frozenset({'shrimp', 'escalope'})"
0.013998133582189041,"frozenset({'spaghetti', 'escalope'})"
0.005465937874950006,"frozenset({'tomatoes', 'escalope'})"
0.004266097853619517,"frozenset({'escalope', 'turkey'})"
0.005199306759098787,"frozenset({'whole wheat rice', 'escalope'})"
0.005732568990801226,"frozenset({'extra dark chocolate', 'mineral water'})"
0.0041327822956939075,"frozenset({'extra dark chocolate', 'spaghetti'})"
0.008265564591387815,"frozenset({'french fries', 'fresh bread'})"
0.014531395813891481,"frozenset({'french fries', 'frozen smoothie'})"
0.019064124783362217,"frozenset({'french fries', 'frozen vegetables'})"
0.010398613518197574,"frozenset({'french fries', 'grated cheese'})"
0.028529529396080524,"frozenset({'french fries', 'green tea'})"
0.01386481802426343,"frozenset({'french fries', 'ground beef'})"
0.005599253432875617,"frozenset({'ham', 'french fries'})"
0.006932409012131715,"frozenset({'french fries', 'herb & pepper'})"
0.008932142381015865,"frozenset({'french fries', 'honey'})"
0.007332355685908546,"frozenset({'french fries', 'hot dogs'})"
0.007332355685908546,"frozenset({'french fries', 'light mayo'})"
0.013331555792560993,"frozenset({'french fries', 'low fat yogurt'})"
0.023730169310758567,"frozenset({'french fries', 'milk'})"
0.03372883615517931,"frozenset({'french fries', 'mineral water'})"
0.005332622317024397,"frozenset({'french fries', 'muffins'})"
0.004666044527396347,"frozenset({'french fries', 'mushroom cream sauce'})"
0.009198773496867084,"frozenset({'french fries', 'olive oil'})"
0.020130649246767097,"frozenset({'french fries', 'pancakes'})"
0.005332622317024397,"frozenset({'red wine', 'french fries'})"
0.004799360085321957,"frozenset({'french fries', 'rice'})"
0.005865884548726837,"frozenset({'french fries', 'salmon'})"
0.009998666844420743,"frozenset({'french fries', 'shrimp'})"
0.007598986801759766,"frozenset({'french fries', 'soup'})"
0.027596320490601255,"frozenset({'french fries', 'spaghetti'})"
0.005732568990801226,"frozenset({'french fries', 'strawberries'})"
0.007065724570057326,"frozenset({'french fries', 'tomato juice'})"
0.011998400213304892,"frozenset({'french fries', 'tomatoes'})"
0.010665244634048793,"frozenset({'french fries', 'turkey'})"
0.005599253432875617,"frozenset({'french fries', 'vegetables mix'})"
0.005465937874950006,"frozenset({'french fries', 'whole wheat pasta'})"
0.010531929076123183,"frozenset({'french fries', 'whole wheat rice'})"
0.005065991201173177,"frozenset({'french fries', 'yogurt cake'})"
0.004932675643247567,"frozenset({'milk', 'french wine'})"
0.008265564591387815,"frozenset({'french wine', 'mineral water'})"
0.0041327822956939075,"frozenset({'pancakes', 'french wine'})"
0.007732302359685375,"frozenset({'spaghetti', 'french wine'})"
0.004266097853619517,"frozenset({'fresh bread', 'frozen smoothie'})"
0.006799093454206106,"frozenset({'fresh bread', 'frozen vegetables'})"
0.006399146780429276,"frozenset({'fresh bread', 'green tea'})"
0.0061325156645780565,"frozenset({'fresh bread', 'ground beef'})"
0.004266097853619517,"frozenset({'fresh bread', 'low fat yogurt'})"
0.009198773496867084,"frozenset({'fresh bread', 'milk'})"
0.013331555792560993,"frozenset({'fresh bread', 'mineral water'})"
0.005065991201173177,"frozenset({'fresh bread', 'olive oil'})"
0.005332622317024397,"frozenset({'pancakes', 'fresh bread'})"
0.005199306759098787,"frozenset({'shrimp', 'fresh bread'})"
0.009065457938941474,"frozenset({'fresh bread', 'spaghetti'})"
0.004266097853619517,"frozenset({'tomato juice', 'fresh bread'})"
0.004666044527396347,"frozenset({'tomatoes', 'fresh bread'})"
0.0041327822956939075,"frozenset({'fresh tuna', 'frozen vegetables'})"
0.004799360085321957,"frozenset({'fresh tuna', 'milk'})"
0.008798826823090255,"frozenset({'fresh tuna', 'mineral water'})"
0.005065991201173177,"frozenset({'pancakes', 'fresh tuna'})"
0.006799093454206106,"frozenset({'fresh tuna', 'spaghetti'})"
0.004532728969470737,"frozenset({'fromage blanc', 'mineral water'})"
0.009998666844420743,"frozenset({'frozen smoothie', 'frozen vegetables'})"
0.011198506865751233,"frozenset({'green tea', 'frozen smoothie'})"
0.007598986801759766,"frozenset({'frozen smoothie', 'ground beef'})"
0.005865884548726837,"frozenset({'frozen smoothie', 'honey'})"
0.004799360085321957,"frozenset({'frozen smoothie', 'hot dogs'})"
0.007332355685908546,"frozenset({'frozen smoothie', 'low fat yogurt'})"
0.014264764698040262,"frozenset({'frozen smoothie', 'milk'})"
0.020263964804692707,"frozenset({'frozen smoothie', 'mineral water'})"
0.006932409012131715,"frozenset({'olive oil', 'frozen smoothie'})"
0.009065457938941474,"frozenset({'pancakes', 'frozen smoothie'})"
0.005065991201173177,"frozenset({'salmon', 'frozen smoothie'})"
0.007332355685908546,"frozenset({'shrimp', 'frozen smoothie'})"
0.01559792027729636,"frozenset({'spaghetti', 'frozen smoothie'})"
0.006532462338354886,"frozenset({'tomatoes', 'frozen smoothie'})"
0.0041327822956939075,"frozenset({'frozen smoothie', 'turkey'})"
0.005999200106652446,"frozenset({'whole wheat rice', 'frozen smoothie'})"
0.006799093454206106,"frozenset({'grated cheese', 'frozen vegetables'})"
0.01439808025596587,"frozenset({'green tea', 'frozen vegetables'})"
0.01693107585655246,"frozenset({'ground beef', 'frozen vegetables'})"
0.005999200106652446,"frozenset({'herb & pepper', 'frozen vegetables'})"
0.007598986801759766,"frozenset({'honey', 'frozen vegetables'})"
0.004399413411545127,"frozenset({'light mayo', 'frozen vegetables'})"
0.010131982402346354,"frozenset({'low fat yogurt', 'frozen vegetables'})"
