antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.018898797349259592,0.04421991327824593,0.01268101120837765,0.670995670995671,15.174061214764267,1.0,0.011845308028530246,2.9050684214832265,0.952091448062149,0.251419302514193,0.655774028382631,0.47888358942938036
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.04421991327824593,0.03268428372739916,0.019512394665793995,0.44125809435707675,13.500619993308009,1.0,0.01806709847380682,1.7312388895541084,0.9687681722155153,0.3399857448325017,0.4223789645474309,0.519127169831855
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.03268428372739916,0.04421991327824593,0.019512394665793995,0.5969962453066333,13.500619993308009,1.0,0.01806709847380682,2.3716406499710607,0.9572152215425007,0.3399857448325017,0.5783509613852326,0.519127169831855
frozenset({'PAINTED METAL PEARS ASSORTED'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.015217213450053179,0.06000981755706455,0.010635686819929642,0.6989247311827957,11.646839794474865,1.0,0.009722504617065041,3.1221102488283217,0.9282654124142867,0.16466117796073468,0.6797038155922636,0.43807858917694664
frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.03931113474597071,0.019635114129100874,0.013703673402601653,0.34859521331945886,17.753663718348943,1.0,0.012931794785320055,1.5050010468401502,0.9822884724768748,0.30289330922242313,0.33554863493313414,0.5232559399930627
frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.019635114129100874,0.03931113474597071,0.013703673402601653,0.6979166666666667,17.753663718348943,1.0,0.012931794785320055,3.1802114160133392,0.9625738452857968,0.30289330922242313,0.6855554964161522,0.5232559399930627
frozenset({'BATHROOM METAL SIGN'}),frozenset({'DOTCOM POSTAGE'}),0.02601652622105866,0.02900269982819275,0.01030843491777796,0.39622641509433965,13.661707959656175,1.0,0.009553885417216289,1.6082142784095559,0.9515589688206235,0.2305580969807868,0.3781923134092862,0.37582829922559013
frozenset({'DOTCOM POSTAGE'}),frozenset({'BATHROOM METAL SIGN'}),0.02900269982819275,0.02601652622105866,0.01030843491777796,0.3554301833568406,13.661707959656173,1.0,0.009553885417216289,1.5110597000202832,0.9544853624139128,0.2305580969807868,0.33821277876276046,0.37582829922559013
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.02601652622105866,0.016771659985273666,0.012026507404074287,0.46226415094339623,27.562218131615275,1.0,0.011590167072296735,1.828459720027386,0.9894607822129273,0.39095744680851063,0.453091589031547,0.5896686608375518
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.016771659985273666,0.02601652622105866,0.012026507404074287,0.7170731707317073,27.56221813161528,1.0,0.011590167072296735,3.4425277952531546,0.9801573150478364,0.39095744680851063,0.709515780416099,0.5896686608375518
frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),0.016608034034197822,0.01607624969320134,0.010799312771005482,0.6502463054187193,40.44763659609673,1.0,0.010532317868958531,2.8131904410180306,0.9917476554227802,0.4934579439252337,0.6445317084050227,0.6610010153047795
frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),0.01607624969320134,0.016608034034197822,0.010799312771005482,0.6717557251908397,40.44763659609672,1.0,0.010532317868958531,2.9959150591051182,0.9912116424713606,0.4934579439252337,0.6662121654748447,0.6610010153047795
frozenset({'BLUE HARMONICA IN BOX '}),frozenset({'RED  HARMONICA IN BOX '}),0.024748425100220895,0.027407346805203306,0.01292645013499141,0.5223140495867769,19.05744665104231,1.0,0.012248161465387057,2.036050363954505,0.9715719489720666,0.32950990615224196,0.5088530138037662,0.4969779203157765
frozenset({'RED  HARMONICA IN BOX '}),frozenset({'BLUE HARMONICA IN BOX '}),0.027407346805203306,0.024748425100220895,0.01292645013499141,0.4716417910447761,19.05744665104231,1.0,0.012248161465387057,1.845815127635175,0.9742280802255652,0.32950990615224196,0.45823393414204927,0.4969779203157765
frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),0.01828520003272519,0.017794322179497668,0.01039024789331588,0.5682326621923938,31.93336933323048,1.0,0.010064875152817006,2.274849419615361,0.9867273013015962,0.40445859872611467,0.5604104643686334,0.5760703540847026
frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.017794322179497668,0.01828520003272519,0.01039024789331588,0.5839080459770115,31.93336933323048,1.0,0.010064875152817006,2.359369823125771,0.9862341636723588,0.40445859872611467,0.576158010415185,0.5760703540847026
frozenset({'CANDLEHOLDER PINK HANGING HEART'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.016485314570890943,0.09416673484414628,0.011617442526384684,0.7047146401985112,7.4836898758874035,1.0,0.010065074280365256,3.067653830737891,0.8808979568882747,0.11730689797604296,0.6740179775240609,0.4140428109767534
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.03108893070440972,0.024175734271455453,0.01030843491777796,0.3315789473684211,13.715362009083623,1.0,0.009556837190284457,1.459894570774988,0.9568360655078547,0.22929936305732482,0.3150190294432371,0.3789874432273578
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.024175734271455453,0.03108893070440972,0.01030843491777796,0.4263959390862944,13.715362009083623,1.0,0.009556837190284457,1.6891635455861174,0.9500573903843658,0.22929936305732482,0.4079910127038569,0.3789874432273578
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.03657040006545038,0.024175734271455453,0.012435572281763887,0.3400447427293065,14.065539392149962,1.0,0.011551456007580741,1.4786218534937607,0.9641641228368135,0.25740897544453856,0.323694562178186,0.42721357271829113
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.024175734271455453,0.03657040006545038,0.012435572281763887,0.5143824027072758,14.06553939214996,1.0,0.011551456007580741,1.9839264584018075,0.9519175611424284,0.25740897544453856,0.4959490581089531,0.42721357271829113
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.024175734271455453,0.042910905669639204,0.011781068477460525,0.4873096446700507,11.356312272263166,1.0,0.010743665824643835,1.866797540426545,0.9345363480751764,0.21301775147928995,0.46432327108621013,0.3809284162339768
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.04295181215740816,0.024175734271455453,0.013540047451525813,0.31523809523809526,13.03944243010233,1.0,0.012501655854330843,1.4250562990472488,0.9647472467987143,0.25267175572519085,0.2982733379245641,0.43765288856659423
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.024175734271455453,0.04295181215740816,0.013540047451525813,0.5600676818950932,13.039442430102332,1.0,0.012501655854330843,2.1754441500575843,0.9461843045945386,0.25267175572519085,0.5403237541292293,0.43765288856659423
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.030025362022416756,0.024175734271455453,0.01059478033216068,0.3528610354223433,14.595669834068705,1.0,0.009868895158502483,1.5079052864100035,0.9603204997941841,0.24296435272045028,0.33682837442609953,0.39555065307496184
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.024175734271455453,0.030025362022416756,0.01059478033216068,0.43824027072758037,14.595669834068705,1.0,0.009868895158502483,1.726671720014312,0.9545638101496412,0.24296435272045028,0.4208511158150485,0.39555065307496184
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.034484169189233416,0.024175734271455453,0.011944694428536367,0.34638196915776986,14.327671096498888,1.0,0.011111014317645548,1.4929579963868658,0.963428000503767,0.25569176882662,0.3301887913657867,0.42022990166856344
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.024175734271455453,0.034484169189233416,0.011944694428536367,0.4940778341793571,14.327671096498888,1.0,0.011111014317645548,1.9084276120707793,0.9532505175388979,0.25569176882662,0.4760084198766497,0.42022990166856344
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.03657040006545038,0.03108893070440972,0.016976192424118464,0.46420581655480986,14.931546567761687,1.0,0.015839257790651137,1.808364292171728,0.9684440888554219,0.33494753833736884,0.44701407546647315,0.5051292240668785
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03108893070440972,0.03657040006545038,0.016976192424118464,0.5460526315789473,14.931546567761687,1.0,0.015839257790651137,2.1223376694210367,0.96296526136633,0.33494753833736884,0.5288214432565789,0.5051292240668785
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03108893070440972,0.08733535138672993,0.011576536038615725,0.3723684210526316,4.26366202391224,1.0,0.008861373351308405,1.4541407399289001,0.7900207335728431,0.10834609494640124,0.3123086558671791,0.2524605571305313
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.03108893070440972,0.0529739016608034,0.011126564673157162,0.35789473684210527,6.756057711847186,1.0,0.00947966271528223,1.474876710528257,0.8793218630017237,0.1525518788558609,0.32197722503745435,0.28396667344035764
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.03108893070440972,0.04798331015299027,0.01051296735662276,0.3381578947368421,7.047406559877955,1.0,0.009021217552308248,1.4384347600074103,0.8856373480402321,0.15334128878281622,0.3047998923532351,0.27862711446134514
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.03108893070440972,0.045406201423545775,0.01039024789331588,0.33421052631578946,7.360459933617828,1.0,0.008978617643708796,1.4337772468737258,0.8918660878780849,0.15717821782178218,0.3025415892319073,0.2815196775723091
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.03108893070440972,0.06573672584471897,0.012558291745070768,0.4039473684210526,6.144926800510922,1.0,0.010514607230549521,1.5674174135938488,0.8641289773560215,0.1490291262135922,0.3620078536022178,0.2974932859529034
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.03108893070440972,0.054569254683792846,0.0106765933076986,0.34342105263157896,6.293306636155607,1.0,0.008980093530242879,1.4399346020848045,0.8680889789561579,0.14238952536824878,0.3055240157767211,0.2695366132723112
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.04295181215740816,0.03108893070440972,0.021516812566473042,0.5009523809523809,16.113528822055137,1.0,0.020181486654682557,1.9415202724434537,0.9800346099264962,0.40965732087227413,0.4849397072009586,0.5965288220551379
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03108893070440972,0.04295181215740816,0.021516812566473042,0.6921052631578948,16.11352882205514,1.0,0.020181486654682557,3.1083616357280763,0.9680355371882253,0.40965732087227413,0.6782871116070224,0.5965288220551379
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.030025362022416756,0.03108893070440972,0.01562627832774278,0.5204359673024523,16.74023375878388,1.0,0.014692821928453052,2.020399786542509,0.9693693431121099,0.3435251798561152,0.5050484529543084,0.5115337731249103
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03108893070440972,0.030025362022416756,0.01562627832774278,0.5026315789473684,16.74023375878388,1.0,0.014692821928453052,1.9502135578385271,0.9704334148389069,0.3435251798561152,0.4872356435116131,0.5115337731249103
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.034484169189233416,0.03108893070440972,0.01623987564427718,0.47093712930011855,15.148064556408814,1.0,0.015167799697953963,1.831372267749288,0.9673429849405429,0.32918739635157546,0.4539613722397492,0.49665277517637507
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03108893070440972,0.034484169189233416,0.01623987564427718,0.5223684210526316,15.148064556408814,1.0,0.015167799697953963,2.0214656512842497,0.9639532413050595,0.32918739635157546,0.5053094276597311,0.49665277517637507
frozenset({'CHARLOTTE BAG VINTAGE ALPHABET '}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.01853063895933895,0.03657040006545038,0.0100629959911642,0.543046357615894,14.849341452212693,1.0,0.009385323110952753,2.1083749215958982,0.9502659820496426,0.223433242506812,0.5257010554635762,0.4091070714253967
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03657040006545038,0.08733535138672993,0.013417327988218932,0.36689038031319915,4.200937815988977,1.0,0.010223439248149531,1.441558649929794,0.790880739246421,0.12143650499814886,0.30630640657686636,0.2602601784469977
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.03657040006545038,0.049128691810521145,0.011576536038615725,0.3165548098434005,6.443379584872414,1.0,0.009779880124412752,1.391291243079205,0.8768694067829161,0.15618101545253865,0.2812432300035177,0.2760958895178701
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.03657040006545038,0.0529739016608034,0.012517385257301807,0.3422818791946309,6.461330362001503,1.0,0.0105801084805384,1.4398662107402072,0.8773169424019608,0.16250663834306958,0.30549102927700517,0.2892876577440336
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'LUNCH BAG CARS BLUE'}),0.03657040006545038,0.04798331015299027,0.011208377648695082,0.30648769574944074,6.3873812534448655,1.0,0.00945360879993564,1.3727466463277849,0.8754571341439226,0.15281650864472948,0.2715334598157018,0.27003839177923866
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.03657040006545038,0.06573672584471897,0.014235457743598134,0.389261744966443,5.921526208742791,1.0,0.01183143938046393,1.5297277785619439,0.8626729115910795,0.16163492800743148,0.3462889188427543,0.30290716370910825
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.03657040006545038,0.04511985600916305,0.011699255501922605,0.319910514541387,7.09023793153105,1.0,0.010049204316771997,1.4040507380391583,0.8915659323692612,0.16715371127995327,0.2877750262810584,0.2896016761283544
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.03657040006545038,0.054569254683792846,0.011290190624233004,0.30872483221476515,5.657486692895165,1.0,0.009294571149173248,1.3676619519622804,0.8544921875000001,0.14139344262295084,0.26882516650753496,0.25781069196945156
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.04295181215740816,0.03657040006545038,0.02086230876216968,0.48571428571428577,13.28162352189198,1.0,0.01929154380803719,1.8733353332060687,0.9662084016372835,0.3556485355648536,0.4661927406832299,0.528092042186002
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03657040006545038,0.04295181215740816,0.02086230876216968,0.5704697986577182,13.28162352189198,1.0,0.01929154380803719,2.2281278123210346,0.9598085837595909,0.3556485355648536,0.5511927123434167,0.528092042186002
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03657040006545038,0.030025362022416756,0.017098911887425346,0.4675615212527965,15.572219275948042,1.0,0.016000872386155586,1.8217590889747048,0.9713040552839609,0.3454545454545455,0.4510799995169477,0.5185219050405672
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.030025362022416756,0.03657040006545038,0.017098911887425346,0.5694822888283378,15.57221927594804,1.0,0.016000872386155586,2.2378396403543017,0.9647500468137589,0.3454545454545455,0.5531404565513565,0.5185219050405672
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.034484169189233416,0.03657040006545038,0.018776077885952713,0.5444839857651245,14.888652702476772,1.0,0.01751497802277777,2.1150290436063153,0.9661516939106279,0.35915492957746487,0.5271932539068543,0.5289534022785354
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03657040006545038,0.034484169189233416,0.018776077885952713,0.5134228187919464,14.888652702476774,1.0,0.01751497802277777,1.984301500562817,0.9682438192668373,0.35915492957746487,0.49604432606820836,0.5289534022785354
frozenset({'CHARLOTTE BAG VINTAGE ALPHABET '}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01853063895933895,0.04295181215740816,0.01034934140554692,0.5584988962472407,13.002918112057188,1.0,0.009553416881808644,2.1677141454634707,0.9405226722089067,0.20240000000000002,0.5386845622183298,0.3997256385998108
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.027121001390820583,0.0354250184079195,0.016158062668739263,0.5957767722473606,16.817966483093507,1.0,0.015197300695228233,2.3862433313266775,0.9667592584214764,0.3483245149911816,0.5809312542136971,0.5259484323130568
